"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Fe","Cu","Cr","Zn","Ni","NH3N","HW17"
"1259","2","1","0","1","1","0","0","0","0","0","0","1",49.12,6.475806452,0.003541022,1082.7,4.965932808,0.078329591,0.660424453,0.088909673,0.04,0.54,0.01,9,24.02
"1368","3","1","0","1","1","0","0","0","0","0","0","1",125.1219501,7.473833334,0.017598819,5381,24.68059891,0.389296692,3.282297943,0.201509353,0.090038987,0.609376534,0.08167922,2.502111627,3.58
"2228","2","0","1","0","0","0","0","0","0","1","0","1",256.92733,7.316428571,0.007790446,2382,10.92532737,0.388534,1.452970396,0.204461422,0.039857437,0.269751887,0.064729562,2.336609,5.19
"2283","3","1","0","1","1","0","0","0","0","0","0","1",133.415689,7.242275043,0.005344076,1634,7.494536075,0.118214234,0.996705973,0.061190538,0.027341332,0.185043906,0.024802796,0.759793793,19.217
"3134","2","0","1","0","0","0","0","0","0","1","0","1",4.049477394,7.473833334,0.000569572,174.152,0.798768939,0.012599293,0.106229093,0.006521698,0.002914044,0.019722011,0.002643486,0.080978953,7.448
"3098","5","1","0","1","1","0","0","0","0","0","0","1",102.426213,7.09,0.017644607,5395,23.004154,0.324403,3.290837651,0.202033629,0.090273246,0.610961977,0.081891729,2.030835,36.07
"4842","4","1","0","1","1","0","0","0","0","0","0","1",77.458743,7.437419355,0.013298049,4066,18.64919442,0.205227148,2.480175327,0.152264826,0.068035407,0.460458091,0.061718585,0.825773,30.52
"2718","3","1","0","1","1","0","0","0","0","0","0","1",1.0935,7.016,0.000268185,82,0.37610279,0.005932416,0.050018292,0.003070761,0.001372086,0.0044,9.91e-05,0.038129187,32.353
"1487","3","0","1","0","0","0","0","0","0","1","0","1",27.12242075,8.511666667,0.003814859,1166.428,5.349961276,0.084387021,0.71149679,0.043680757,0.019517561,0.132093264,0.017705432,0.54237745,5.896
"959","2","0","1","0","0","0","0","0","0","1","0","1",32.081,7.129333333,0.00393548,1203.309,5.519120385,0.087055234,0.733993432,0.045061888,0.020134682,0.136269888,0.018265256,0.938,4.25
"3982","4","0","1","0","0","0","0","0","0","1","0","1",2.892475,7.424193548,0.000625,43.336007,0.19876577,0.00313521,0.026434062,0.00162286,0.000231,0.004907628,2.1e-05,0.020150813,6.11
"2437","2","1","0","1","1","0","0","0","0","0","0","1",173.2064101,7.278,0.00298601,913,4.187583498,0.065192278,0.556910987,0.034190306,0.015277011,0.103393565,0.0138586,0.858200152,20.33
"1151","2","1","0","1","1","0","0","0","0","0","0","1",32.808,8.007419355,0.002563838,783.917,3.595528908,0.056713677,0.478173045,0.029356366,0.013117096,0.088775437,0.011899225,0.364513629,15.371
"1224","2","1","0","1","1","0","0","0","0","0","0","1",66.11862682,7.688666667,0.009752186,2981.82,13.67647341,0.215724338,1.818848105,0.55,0.85,0.84,0.3,1.445896685,27.25
"1468","3","0","1","0","0","0","0","0","0","1","0","1",84.7,6.462758621,0.005441767,1663.87,7.631538396,1.06,1.014926051,0.062309119,0.027841139,0.188426563,0.025256198,49.37,1.07
"4348","1","0","1","0","0","0","0","0","0","1","0","1",0.558093658,7.473833334,7.85e-05,24.0014,0.110085286,0.001736418,0.014640354,0.000898812,0.00040161,0.002718062,0.000364322,0.011160413,1.635
"138","2","0","1","0","0","0","0","0","0","1","0","1",19.911649,7.137827968,0.001154503,353,1.619076643,0.025538326,0.215322649,0.003366997,0.005906665,0.039975825,5.37e-05,4.321844,6.16
"3068","3","0","1","1","0","0","0","0","0","1","1","0",35.73,7.387741935,0.020987042,6416.98,29.43224486,0.464246253,3.914224169,0.240305053,0.107373793,0.726697088,0.097404557,12.27,28.274
"607","1","0","1","0","0","0","0","0","0","0","0","0",17.68890933,7.473833334,0.002488004,760.73,3.489178965,0.055036178,0.464029458,0.04,0.012729113,0.086149602,0.007765641,0.353731904,0.034
"3357","3","1","0","1","1","0","0","0","0","0","0","1",1326.75,7.693,0.024364177,7449.57,29.05,5.29,4.544082565,0.02,0.124651875,0.843633738,0.000297854,3.66,3.365
"166","1","1","0","1","1","0","0","0","0","0","0","1",13.635929,8.080909118,0.001198777,826,3.788547612,0.059758236,0.503842799,0.015045696,0.0004072,0.08403533,7.22e-05,0.158588,21.287
"4194","2","0","1","1","0","0","0","0","0","1","1","0",3.229685632,7.473833334,0.000454266,138.896,0.637063086,0.010048644,0.084723668,0.00520142,0.002324114,0.015729411,0.002108329,0.064585262,10.449
"2408","2","1","0","1","1","0","0","0","0","0","0","1",13.22472278,7.473833334,0.001860101,568.743,2.608607669,0.041146584,0.346921386,0.021298464,0.009516641,0.064407849,0.008633058,0.264459854,11.82
"523","1","0","1","0","0","0","0","0","0","1","0","1",27.79283815,7.473833334,0.003909155,1195.26,5.482202686,0.086472917,0.729083709,0.044760466,0.02,0.135358371,0.018143078,0.555784044,4.192
"1633","3","1","0","1","1","0","0","0","0","0","0","1",0.008998735,8.030322581,1.27e-06,0.387,0.001775022,2.8e-05,0.000230963,1.45e-05,6.48e-06,0.000743711,5.87e-06,0.004,2.52
"2165","2","1","0","1","1","0","0","0","0","0","0","1",98.08,7.559032258,0.053058228,3493,6.12,0.53,2.13065726,0.06,0.058447534,0.395568153,0.0149882,1.40014,25.72
"3371","3","1","0","1","1","0","0","0","0","0","0","1",195.7,8.179,0.020923593,6397.58,19.904,2.199,3.902390573,0.0307,0.107049178,0.724500116,0.000255792,0.33,34.891
"624","2","1","0","1","1","0","0","0","0","0","0","1",22.81671927,7.624413979,0.007040941,2152.832,9.874220983,0.15574993,1.313182688,0.100082258,0.01,0.161739704,0.071,1.001045526,38.3
"1698","2","0","1","0","0","0","0","0","0","1","0","1",416.543,7.475806452,0.049973,10142,46.5174938,0.733738533,6.186408796,0.379800754,0.000757951,1.14854057,0.005817678,4.715929403,8.65
"3128","3","0","1","1","0","0","0","0","0","1","1","0",6.686,8.652132613,0.003008116,919.759,4.218584459,0.066541374,0.561033836,0.03444342,0.015390108,0.104158995,0.013961196,0.427678812,15.89
"2663","4","0","1","0","0","0","0","0","0","1","0","1",22.05620252,7.76,0.003102278,948.55,4.350637817,0.068624303,0.578595747,0.035521594,0.015871861,0.107419459,0.01439822,0.441066341,4.9
"4692","1","0","1","0","0","0","0","0","0","1","0","1",0.651210804,7.473833334,9.16e-05,28.006,0.128452862,0.002026137,0.017083077,0.001048777,0.000468618,0.003171566,0.000425108,0.013022512,1.89
"3038","2","1","0","1","1","0","0","0","0","0","0","1",15.8307,7.247666667,0.005978398,1827.95,8.384110904,0.132245844,1.115011434,0.0555,0.0079,0.1064,6e-04,0.1092,19.46
"704","1","1","0","1","1","0","0","0","0","0","0","1",6.964602583,7.473833334,0.000979595,299.52,1.373784238,0.021669233,0.182700963,0.011216518,0.002,0.033919431,0.004546471,0.139273829,30.56
"3047","2","1","0","1","1","0","0","0","0","0","0","1",36.1676,7.828387097,0.005425509,1658.899,7.608738311,0.120015591,1.011893844,0.056012693,0.02095161,0.102931297,0.02892092,0.0515,29.77
"2841","3","1","0","1","1","0","0","0","0","0","0","1",100.118,7.597333333,0.013943226,4263.269,19.55399224,0.30843273,2.600505309,0.159652217,0.071336262,0.482798009,0.054564232,1.982377798,17.23
"343","2","1","0","1","1","0","0","0","0","0","0","1",14.56041878,7.473833334,0.002047971,626.186,2.872076846,0.045302386,0.38196042,0.023449607,0.004,0.070913037,0.009504996,0.291170279,8.04
"1125","1","0","1","0","0","0","0","0","0","1","0","1",11.998,7.17,0.00188533,576.457,2.643988851,0.041704665,0.351626765,0.02158734,0.189073669,0.065281429,0.00875015,0.268046787,3.409
"4277","3","1","0","1","1","0","0","0","0","0","0","1",2.006183165,7.473833334,0.000282176,86.278,0.395724347,0.006241914,0.052627783,0.003230965,0.001443669,0.009770635,0.00130963,0.040118414,27.27
"2722","1","0","1","0","0","0","0","0","0","0","0","0",2.4987,7.684333333,0.000825378,252.3669,1.157510916,0.01825787,0.153938554,0.009450714,4e-04,0.028579533,0.003830725,0.0535,0.45
"2933","2","0","1","0","0","0","0","0","0","1","0","1",146.72,8.605517241,0.01079101,3299.45,15.13332133,0.238703767,2.01259579,0.123558824,0.149056862,1.951732562,0.050082978,1.534211523,4
"918","1","0","1","0","0","0","0","0","0","1","0","1",6.549521384,7.627666667,0.000921212,281.669,1.291908495,0.020377775,0.171812224,0.010548028,0.0047131,0.031897878,0.004275507,0.130973291,2.2
"1910","1","0","1","0","0","0","0","0","0","0","0","0",0.132562765,7.96,1.86e-05,5.701,0.026148317,0.000412448,0.003477491,0.000213493,9.54e-05,0.000645615,8.65e-05,0.002650908,0.21
"2177","2","1","0","1","1","0","0","0","0","0","0","1",51.432861,7.507096774,0.040192405,2646,4.78,0.21,1.614004898,0.11,0.044274886,0.299648821,0.011353787,0.37985,41.6
"1504","3","0","1","0","0","0","0","0","0","1","0","1",5.38684,7.436896552,0.000932,698.824235,3.205240783,0.05055751,0.426268231,0.026169786,0.011693259,0.043254,0.010607586,0.324946338,4.71
"1883","3","0","1","0","0","0","0","0","0","1","0","1",13.66691645,7.473833334,0.001922297,587.76,2.69583141,0.042522398,0.35852136,0.022010618,0.009834848,0.066561448,0.008921721,0.27330257,2.5215
"4921","3","1","0","1","1","0","0","0","0","0","0","1",219.43,7.285,0.036280851,11093.202,50.88029533,0.8025547,6.766622208,0.415421661,0.185619899,3.117,0.168385818,5.158228898,14.386
"901","2","0","1","0","0","0","0","0","0","0","0","0",15.44450962,7.473833334,0.002172322,664.207249,3.046465844,0.048053091,0.40515259,0.024873439,0.011114021,0.07521879,0.010082128,0.308849783,0.28
"788","2","1","0","1","1","0","0","0","0","0","0","1",6.158,7.333225806,0.000302758,92.571,0.424587943,0.006697191,0.056466382,0.003466627,0.002743472,0.010483292,0.001405153,0.043044597,15.21
"2649","1","0","1","0","0","0","0","0","0","1","0","1",2.225524432,7.473833334,0.834870069,95.711,0.438989928,0.006924359,0.058381717,0.003584215,0.001601509,0.010838884,0.001452815,0.044504666,1.2
"231","3","1","0","1","1","0","0","0","0","0","0","1",38.26966,7.250322581,0.003944281,1206,5.531462978,0.087249918,0.735634885,0.045162661,0.02017971,0.136574633,0.007022381,0.765812,24.5
"3112","2","0","1","1","0","0","0","0","0","1","1","0",13.24674294,7.473833334,0.001863199,569.69,2.612951197,0.041215096,0.347499036,0.021333927,0.009532487,0.064515093,0.008647433,0.264900199,30.763
"434","2","0","1","0","0","0","0","0","0","0","0","0",19.21257891,7.473833334,0.002702313,826.257,3.789726373,0.059776829,0.503999563,0.030941928,0.013825561,0.093570271,0.012541912,0.384201309,0.94
"2485","1","0","1","0","0","0","0","0","0","0","0","0",0.881736545,7.473833334,0.000124019,37.92,0.173924607,0.002743381,0.02313041,0.00142004,0.000634506,0.004294287,0.000575595,0.017632424,0.12
"4359","1","0","1","0","0","0","0","0","0","1","0","1",0.589447391,7.473833334,8.29e-05,25.3498,0.116269884,0.00183397,0.01546285,0.000949307,0.000424172,0.002870763,0.000384789,0.011787406,3.329
"2844","3","1","0","1","1","0","0","0","0","0","0","1",118.302,6.915333333,0.015453932,4725.181,21.67260677,0.341850461,2.88226201,0.17695004,0.079065325,0.535107679,0.207,2.197162297,33.928
"4322","3","1","0","1","1","0","0","0","0","0","0","1",172.982255,7.521333333,0.007123254,2178,31.648188,0.636246,1.328534644,0.081562418,0.036443954,0.24664971,0.033060275,1.140034,21.21
"4790","3","1","0","1","1","0","0","0","0","0","0","1",15.7285568,7.473833334,0.000329603,100.779,0.462234915,0.007291011,0.061473091,0.003774003,0.001686311,0.011412815,0.001,0.046861235,1.2
"837","1","0","1","0","0","0","0","0","0","1","0","1",748.1800128,7.473833334,0.105234012,32176.262,147.580267,2.327840987,19.62684976,1.204946615,0.538397704,3.643831817,0.488409586,14.96164268,5.746
"4143","2","1","0","1","1","0","0","0","0","0","0","1",0.65930269,7.473833334,9.27e-05,28.354,0.130049006,0.002051314,0.01729535,0.001061809,0.000474441,0.003210976,0.000430391,0.013184329,32.05
"1988","1","0","1","0","0","0","0","0","0","1","0","1",2.092729142,7.473833334,0.000294349,90,0.412795745,0.006511188,0.054898126,0.003370348,0.001505948,0.010192137,0.001366127,0.041849107,1.837
"454","1","0","1","0","0","0","0","0","0","1","0","1",11.50417389,6.924672043,0.0016181,494.749,2.269225354,0.035793375,0.301786587,0.086,0.013527362,0.056028328,0.018036483,0.230053378,2.625
"4593","1","0","1","0","0","0","0","0","0","1","0","1",33.79569218,7.514193548,0.004753477,1453.419,6.666279759,0.105149825,0.886555323,0.054428084,0.024319713,0.164593836,0.022061723,0.675825419,3.791
"3980","4","0","1","0","0","0","0","0","0","1","0","1",0.5263,8.196451613,6.34e-05,10.179,0.046687199,0.000736415,0.006208978,0.000381186,0.000105856,0.001152731,2.18e-05,0.004733134,5.76
"4527","4","0","1","0","0","0","0","0","0","1","0","1",1402.957,7.43483871,0.00391692,12212,56.01179593,0.883495856,7.449065689,0.457318755,0.204340478,1.382959716,0.002901422,50.7006,7.532
"1295","3","0","1","1","0","0","0","0","0","1","1","0",28.88,7.250322581,0.013765737,4209,19.30508099,0.282360961,2.567402349,0.020183,0.070428191,0.476652264,0.004347703,3.74,24.7
"4943","3","1","0","1","1","0","0","0","0","0","0","1",746.0779,7.659677419,0.014536235,4444.587,20.38562889,0.321550458,2.711105513,0.166442269,0.074370212,0.503331541,0.067465229,2.06668887,27.01
"201","1","0","1","0","0","0","0","0","0","1","0","1",1.823278638,7.473833334,0.00025645,78.412,0.359645999,0.005672836,0.047829687,0.002936397,0.001312049,0.008879843,0.001190231,0.036460802,0.15
"1825","2","0","1","0","0","0","0","0","0","1","0","1",0.028098377,7.400258065,3.95e-06,1.2084,0.005542471,8.74e-05,0.000737099,4.53e-05,2.02e-05,0.000136846,1.83e-05,0.000561894,2.4
"4011","2","0","1","0","0","0","0","0","0","1","0","1",101.4587874,7.797741935,0.014270517,4363.341,20.01298441,0.315672592,2.661547145,0.163399744,0.073010742,0.494130759,0.066231981,2.028910286,3
"3480","2","1","0","1","1","0","0","0","0","0","0","1",50.89982323,7.473833334,0.00715923,2189,10.04010983,0.15836656,1.335244415,0.081974349,0.036628014,0.247895416,0.033227246,1.017863288,37.61
"1087","2","0","1","0","0","0","0","0","0","1","0","1",102.3325483,7.49,0.079,4400.918,20.18533581,0.318391157,2.684468332,0.164806939,0.118351102,0.498386203,0.008069393,2.046383218,4.125
"4398","2","1","0","1","1","0","0","0","0","0","0","1",646.974,8.231290323,0.00189986,2190.6,61.24137962,2.802748838,1.336220382,0.137122,0.505903,0.577324,0.019507573,23.52307524,35.62
"1640","4","1","0","1","1","0","0","0","0","0","0","1",76.8069,8.164017677,0.007513745,2297.3963,10.5372824,0.166208656,1.401363901,0.086033607,0.038441783,0.260170859,0.034872614,1.068266492,21.07
"1498","3","0","1","1","0","0","0","0","0","1","1","0",152.0065438,8.569666667,0.021380227,6537.2,29.98364824,0.472943753,3.987555865,0.244807088,0.109385406,0.740311518,0.099229399,3.039733159,13.766
"3344","4","0","1","0","0","0","0","0","0","1","0","1",42.4,7.026296296,0.004156867,1271,5.829593238,0.091952443,0.775283532,0.047596801,0.021267339,0.143935621,0.01929275,0.591002393,1
"3065","3","0","1","1","0","0","0","0","0","1","1","0",118.95,7.098,0.018031382,5513.26,25.28722519,0.398865244,3.362973788,0.206462266,0.092252062,0.624354445,0.08368682,21.22,24.484
"4289","3","0","1","0","0","0","0","0","0","1","0","1",119.0165989,7.809,0.016740081,5118.433,23.47630402,0.37030088,3.12213754,0.191676663,0.00967726,0.579641881,0.000399337,2.380020576,9.56
"3511","1","0","1","0","0","0","0","0","0","0","0","0",39.9711266,7.473833334,0.005622072,1719,7.884398722,0.124363689,1.048554202,0.064373644,0.028763616,0.194669813,0.026093027,0.79931795,0.487
"409","2","1","0","1","1","0","0","0","0","0","0","1",69.72134083,7.473833334,0.009806539,2998.439,13.75269844,0.216926665,1.828985349,0.084,0.012,0.409,0.003,1.394244394,26.896
"3690","4","1","0","1","1","0","0","0","0","0","0","1",48.822241,7.381290323,0.013089616,4002.27,18.35688916,0.030865,2.441301354,0.149878245,0.011696,0.453240925,0.026483,1.696332,37.51
"4812","3","1","0","1","1","0","0","0","0","0","0","1",114.029213,8.252666667,0.015319247,4684,35.76571796,0.236777,2.857142457,0.175407881,0.078376253,0.530444097,0.022491257,2.456189,16.215
"424","2","1","0","1","1","0","0","0","0","0","0","1",53.1909431,7.473833334,0.007481483,2287.532,10.49203861,0.165495008,1.395346883,0.070428471,0.005838029,0.141,0.00176569,1.06367969,38.56
"1339","2","1","0","1","1","0","0","0","0","0","0","1",53.818232,7.804516129,0.003458526,1057.4759,4.850239462,0.146116,0.645038277,0.039600685,0.017694492,0.119754878,0.016051627,0.491715805,8.02
"2102","1","1","0","1","1","0","0","0","0","0","0","1",14.27706325,7.473833334,0.002008117,614,2.816184302,0.044420771,0.374527214,0.022993262,0.010273915,0.069533022,0.009320022,0.28550391,20.672
"4087","2","0","1","0","0","0","0","0","0","0","0","0",2.845739592,6.910754548,0.000400263,122.384,0.561328827,0.008854058,0.074651691,0.004583074,0.002047822,0.013859494,0.00185769,0.056907346,0.86
"3252","1","0","1","0","0","0","0","0","0","1","0","1",4.999297394,7.473833334,0.000703168,215,0.986123168,0.015554505,0.131145523,0.008051387,0.003597544,0.024347882,0.003263526,0.099972867,4.05
"4065","2","0","1","1","0","0","0","0","0","1","1","0",13.98773182,7.473833334,0.001967421,601.557,2.759112997,0.043520563,0.366937243,0.022527293,0.01006571,0.068123903,0.009131148,0.279718038,7.11
"1171","1","0","1","0","0","0","0","0","0","1","0","1",43.598,7.779354839,0.004791176,1464.946,6.719149721,0.105983764,0.893586553,0.054859751,0.028543783,0.165899222,0.022236693,0.681185359,2.32
"903","2","1","1","0","0","0","0","0","0","0","0","0",7.609572403,7.473833334,0.001070312,327.2576,1.501006052,0.023675953,0.199620321,0.012255244,0.005475923,0.037060602,0.004967505,0.152171538,0.051
"3123","3","0","1","1","0","0","0","0","0","1","1","0",266.903,7.691290323,0.009376743,2867.025,13.14995244,0.207419318,1.748825545,0.107365239,0.047973244,0.324679011,0.043519116,1.333138187,14.25
"3461","4","0","1","0","0","0","0","0","0","1","0","1",12.1,7.093,0.003613956,1105,5.06821442,0.079942918,0.674026989,0.041380382,0.018489701,0.125136791,3e-04,0.51381404,1.71
"3481","2","1","0","1","1","0","0","0","0","0","0","1",53.66687621,7.473833334,0.007548425,2308,10.58591754,0.166975797,1.407831937,0.086430698,0.038619213,0.261371686,0.03503357,1.073197107,41.47
"1967","1","0","1","0","0","0","0","0","0","1","0","1",20.18322636,7.473833334,0.002838838,868.000706,3.981188864,0.062796841,0.529462355,0.032505159,0.014524048,0.098297577,0.013175547,0.403611719,4.01
"1239","1","0","1","0","0","0","0","0","0","1","0","1",19.4376,6.9207619,0.003844137,1175.38,5.391020692,0.085034667,0.716957323,0.0369,0.0152,0.1523,0.017841316,0.0709,6.85
"17","2","1","0","1","1","0","0","0","0","0","0","1",45.87727329,7.473833334,0.006452791,1973,9.049400046,0.142739709,1.203488913,0.073885514,0.033013738,0.223434287,0.029948541,0.91742543,16.24
"3179","4","0","1","0","0","0","0","0","0","1","0","1",4.23,6.832983724,0.002080069,636,0.785317608,0.17,0.387946756,0.023817125,0.010642036,0.072024433,0.009653965,0.04,6
