"","staff","process_1","process_2","process_3","process_4","process_5","process_6","process_7","process_8","process_9","process_10","process_11","COD","pH","Cr6","water","N","P","Cu","Cr","Ni","Zn","NH3N","HWsum"
"90","1","0","0","1","0","0","0","0","0","0","1","0",0.003928146,7.485,4.24e-06,0.131,0.00071325,4.66e-06,3.26e-06,2.93e-06,9.04e-06,3.39e-06,3.69e-05,0.65
"39","2","0","0","0","0","0","0","0","0","0","1","0",5.847240577,7.485,0.006306234,195,1.061707411,0.006932877,0.00485573,0.004358754,0.013454263,0.005048184,0.054919039,27.05
"332","4","1","1","0","0","0","0","0","0","0","0","0",100.735,7.485,0.176332654,5452.52,29.6870815,0.193854612,0.135774185,0.121877915,0.376203261,0.141155496,1.535626459,0.01
"77","1","0","1","1","0","0","0","0","0","0","1","0",11.20748098,7.485,0.01208724,373.759,2.034988206,0.013288334,0.00930704,0.00835448,0.025787958,0.009675918,0.105264026,53.96
"739","1","0","1","1","0","0","0","0","0","0","1","0",26.31917948,7.485,0.028385168,877.72,4.778881173,0.031205767,0.021856264,0.019619311,0.060559361,0.022722521,0.247197636,18.22
"36","2","0","0","0","0","0","0","0","0","0","1","0",6.177084917,7.485,0.00666197,206,1.121598598,0.007323962,0.005129643,0.004604632,0.014213221,0.005332953,0.058017036,1.6
"127","3","0","1","0","0","0","0","0","0","1","1","0",248.1735022,8.466774194,0.267654491,8276.354,45.06187886,0.294250987,0.206090985,0.184997904,0.571037128,0.214259252,2.330920049,21.065
"312","2","0","0","0","0","0","0","0","0","0","1","0",0.002096011,7.485,2.26e-06,0.0699,0.000380581,2.49e-06,1.74e-06,1.56e-06,4.82e-06,1.81e-06,1.97e-05,25.737
"610","1","0","0","1","0","0","0","0","0","0","1","0",0.143932076,7.485,0.00015523,4.8,0.026134336,0.000170655,0.000119526,0.000107292,0.000331182,0.000124263,0.001351853,1.32
"835","5","1","0","1","0","0","0","0","0","0","0","0",35.71314629,7.485,0.038516538,1191,6.484582186,0.042343878,0.029657306,0.026621928,0.082174496,0.030832752,0.335428593,4.886
"714","4","0","1","0","0","0","0","0","0","0","1","0",5.269773094,7.485,0.005683437,175.742,0.956854276,0.006248193,0.004376183,0.003928288,0.012125533,0.002239773,0.049495291,131.457
"639","3","0","1","0","0","0","0","0","0","0","1","0",40.4209246,7.485,0.043593864,1348,7.339392769,0.047925733,0.033566791,0.030131284,0.093006902,0.034897187,0.379645461,11.68
"772","1","0","1","0","0","0","0","0","0","0","0","0",23.41481011,7.485,0.025252813,780.862,4.251522935,0.027762154,0.019444386,0.017454284,0.053876525,0.02021505,0.219918927,238.374
"59","1","0","0","0","0","0","0","0","0","0","1","0",8.665910393,7.485,0.009346162,289,1.573504829,0.010274879,0.007196441,0.006459897,0.019939907,0.007481667,0.081392832,40.384
"218","4","0","0","1","0","0","0","0","0","0","1","0",367.73,7.570322581,0.167737419,5186.74,28.24000152,0.184405279,0.129155949,0.115937045,0.357865446,0.134274952,1.460773217,14.71
"320","5","1","0","0","0","0","0","0","0","0","0","0",235.493,7.485,0.842776283,26060.145,141.8884568,2.472,0.648928374,0.582511599,1.798051456,0.674648181,1.45,6.906
"832","5","1","0","1","0","0","0","0","0","0","0","0",0.989533021,7.485,0.001067209,33,0.179673562,0.001173256,0.000821739,0.000737635,0.002276875,0.000854308,0.009293991,0.769
"644","3","0","1","0","0","0","0","0","0","0","1","0",40.18103781,7.485,0.043335147,1340,7.295835541,0.047641307,0.033367582,0.029952464,0.092454933,0.034690082,0.377392372,21.88
"663","4","0","1","0","0","0","0","0","0","1","1","0",2.113,7.485,0.006988957,216.111,1.176649489,0.007683441,0.005381419,0.004830639,0.014910842,0.005594708,0.060864659,2.635
"878","1","0","0","0","0","0","0","0","0","0","1","0",0.01186621,8.692,1.28e-05,0.395727,0.002154596,1.41e-05,9.85e-06,8.85e-06,2.73e-05,1.02e-05,0.000571,7.1
"255","3","1","0","1","0","0","0","0","0","0","1","0",567.8698,7.505333333,0.258580034,7995.7556,43.53411783,0.284274812,0.199103753,0.321,0.5516769,0.206995087,2.251893411,56.463
"251","3","1","0","1","0","0","0","0","0","0","1","0",1536.66,7.29,0.592830958,18331.39,99.80806469,0.651739836,0.456473251,2.72,1.264796588,0.474565239,5.162781157,51.328
"508","2","1","0","0","0","0","0","0","0","1","1","0",18.55212922,7.485,0.020008424,618.696144,3.368586057,0.021996637,0.015406264,0.013829458,0.042687694,0.016016881,0.174247168,172.64
"133","3","0","1","0","0","0","0","0","0","1","1","0",546.6516248,8.665305567,0.589562388,18230.32,99.25777357,0.648146473,0.453956489,0.407494772,1.25782314,0.471948726,5.134316197,33.655
"840","1","0","0","1","0","0","0","0","0","0","0","0",1.247411323,6.62,0.00134533,41.6,0.226497581,0.001479014,0.001035889,0.000929868,0.002870243,0.001076946,0.011716062,0.01
"606","4","1","1","0","0","0","0","0","0","1","1","0",27.414,6.969354839,0.026236198,811.27,4.417083955,0.028843256,0.020201581,0.018133981,0.055974562,0.021002256,0.228482918,7.747
"881","5","0","1","1","0","0","0","0","0","0","0","0",380.36,7.966129032,1.06667492,32983.49,48.15,0.6148,0.821327837,0.737266254,2.275736079,0.853880573,1.51022,74.253
"112","2","1","0","1","0","0","0","0","0","0","1","0",17.16288051,7.485,0.018510123,572.366,3.116334482,0.020349451,0.014252589,0.012793859,0.03949109,0.01481748,0.161198927,65.468
"335","4","1","1","0","0","0","0","0","0","0","0","0",69.248,7.485,0.100364848,3103.46,16.89726401,0.110337978,0.077279818,0.069370353,0.214127004,0.080342747,0.874046366,1.9
"527","4","1","0","1","0","0","0","0","0","0","1","0",474.1741992,7.485,0.511395669,15813.2657,86.09775069,0.562212424,0.393768983,0.353467361,1.091055534,0.409375732,4.453586454,7.58
"551","5","0","1","0","0","0","0","0","0","0","0","0",1179.164,7.485,0.685510285,21197.2,115.4114068,0.753628593,0.527835303,0.473812208,1.46252664,0.548755674,55.791169,111.44
"93","1","0","0","1","0","0","0","0","0","0","1","0",0.033854024,7.485,3.65e-05,1.129,0.006147014,4.01e-05,2.81e-05,2.52e-05,7.79e-05,2.92e-05,0.000317967,10.4
"900","3","0","1","1","0","0","0","0","0","0","1","0",25.00609915,7.485,0.026969014,833.93,4.540459801,0.029648892,0.020765841,0.018640491,0.057538016,0.021588881,0.234864792,5.8
"277","3","0","0","0","0","0","0","0","0","0","1","0",291.3130459,7.411612903,0.31418038,9715.0174,52.89490241,0.345400095,0.241915402,0.217155749,0.670299462,0.251503544,2.736099596,36.135
"122","3","0","1","0","0","0","0","0","0","1","1","0",248.9821606,8.219032258,0.268526627,8303.322,45.20871027,0.295209786,0.20676252,0.185600708,0.572897818,0.214957403,2.338515211,16.05
"155","3","0","1","0","0","0","0","0","0","0","1","0",6.1323,7.485,0.003334834,103.119,0.561447213,0.003666212,0.002567785,0.002304976,0.007114821,0.002669557,0.029042033,75.602
"584","4","1","1","0","0","0","0","0","0","1","1","0",11.84,7.092451613,0.010441119,322.858,1.757849904,0.01147864,0.008039545,0.007216711,0.022275981,0.008358187,0.090928467,0.5
"87","1","0","1","1","0","0","0","0","0","0","1","0",19.70415124,7.485,0.021250877,657.115,3.577763412,0.02336255,0.016362939,0.014688219,0.04533845,0.017011472,0.185067305,137.54
"576","3","0","0","0","0","0","0","0","0","1","1","0",111.15,7.31483871,0.125205912,3871.59,21.07946561,0.137647469,0.096407161,0.086540043,0.267125069,0.10022819,1.090379502,166.49
"596","4","1","1","0","0","0","0","0","0","1","1","0",30.824,7.152365581,0.026119613,807.665,4.39745598,0.028715087,0.020111812,0.0180534,0.055725831,0.020908929,0.227467619,2.345
"198","5","0","0","1","0","0","0","0","0","1","1","0",83.9900635,7.485,0.09058307,2800.99,15.2504197,0.099584198,0.069747958,0.062609366,0.193257718,0.072512367,0.788859895,109.89
"450","3","1","0","0","0","0","0","0","0","0","0","0",0.01065907,7.485,1.15e-05,0.35547,0.001935411,1.26e-05,8.85e-06,7.95e-06,2.45e-05,9.2e-06,0.000100113,37.708
"41","2","0","0","0","0","0","0","0","0","0","1","0",0.839603775,7.485,0.000905511,28,0.152450295,0.00099549,0.000697233,0.000625872,0.001931894,0.000724867,0.007885811,42.18
"609","1","0","0","1","0","0","0","0","0","0","1","0",3.33472628,7.485,0.003596494,111.21,0.605499903,0.003953873,0.00276926,0.002485831,0.007673069,0.002879018,0.03132075,0.09
"394","2","0","0","0","0","0","0","0","0","0","1","0",0.42664166,7.485,0.000460132,14.2281,0.077467073,0.000505855,0.000354296,0.000318035,0.000981685,0.000368339,0.004007147,17.56
"171","1","0","0","0","0","0","0","0","0","0","1","0",4.61e-05,7.485,4.98e-08,0.001539,8.38e-06,5.47e-08,3.83e-08,3.44e-08,1.06e-07,3.98e-08,4.33e-07,12.165
"589","4","1","1","0","0","0","0","0","0","1","1","0",31.804,7.659333333,0.03688332,1140.498,6.209616301,0.04054837,0.028399747,0.025493078,0.078690049,0.02952535,0.321205407,1.469
"150","3","0","1","0","0","0","0","0","0","0","1","0",9.640912,7.485,0.007495362,231.76995,1.261907044,0.008240167,0.005771345,0.005180657,0.01599125,0.006000088,0.065274784,10.881
"449","3","1","0","0","0","0","0","0","0","0","0","0",0.003880169,7.485,4.18e-06,0.1294,0.000704538,4.6e-06,3.22e-06,2.89e-06,8.93e-06,3.35e-06,3.64e-05,26.55
"274","3","0","0","0","0","0","0","0","0","0","1","0",942.2410126,7.41952381,1.016204538,31422.8558,171.0865583,1.117183525,0.782466204,0.702382046,2.168058221,0.813478686,8.849810507,17.517
"347","2","0","1","0","0","0","0","0","0","0","1","0",2.433741471,7.485,0.002624784,81.163,0.441904403,0.002885606,0.002021055,0.001814203,0.00559994,0.002101158,0.022858431,4.75
"768","4","0","0","0","0","0","0","0","0","0","1","0",71.75475757,7.485,0.077387324,2392.954,13.02880511,0.085077206,0.059587379,0.053488707,0.165104777,0.061949082,0.673942228,174.7805
"571","3","0","0","0","0","0","0","0","0","1","1","0",36.9291,7.105,0.171946167,5316.882,28.9485796,0.189032245,0.132396638,0.118846055,0.366844752,0.137644083,1.497425902,144.386
"196","5","0","0","1","0","0","0","0","0","1","1","0",98.50471376,7.485,0.106237083,3285.04,17.88590417,0.116793731,0.081801374,0.073429135,0.226655337,0.085043512,0.925185849,98.1
"822","4","0","1","0","0","0","0","0","0","1","0","0",16.304546,7.556,0.021844517,675.4714,4.092808,0.188799,0.016820035,0.015098532,0.046604972,0.017486685,0.338557,41.4
"64","4","0","1","1","0","0","0","0","0","0","1","0",91.36688224,7.485,0.09853895,3047,16.58985888,0.108330644,0.075873897,0.068108326,0.210231477,0.078881104,0.858145192,275.623
"386","5","1","0","1","0","0","0","0","0","1","1","0",3656.51897,7.485,3.943546417,121941.485,663.9291196,4.335411744,3.036486926,2.725707372,8.413501329,3.156835893,34.34312406,90.981
"1100","4","0","1","1","0","0","0","0","0","0","1","0",123.130359836181,7.485,0.132795780121317,4106.2822477296,22.3572835578352,0.145991532244848,0.102251275662787,0.091786022135733,0.283317946462008,0.106303931104995,1.15647731134346,331.622828084845
"217","4","0","1","0","0","0","0","0","0","0","1","0",33.9550126176494,7.485,0.0366203951137688,1132.36788762876,6.16535065748041,0.0402593182687928,0.0281972972797455,0.0253113493555834,0.0781291022150079,0.0251498325325083,0.31891567412784,381.9785861879
"313","4","0","0","1","0","0","0","0","0","0","1","0",553.79563818687,7.22546642679748,0.444707980277105,13751.1634921819,74.8703188955701,0.488898061913042,0.342420204086097,0.307374046529926,0.948778279306899,0.355991781509416,3.87282403401449,1009.1329958359
"411","4","0","1","1","0","0","0","0","0","0","1","0",69.9566347973944,7.485,0.075448053128574,2332.98828864982,12.7023125951069,0.082945232580343,0.0580941621342475,0.0521483185036355,0.160967369917659,0.0603966827935545,0.657053719443772,317.447807280635
"5","5","0","1","1","0","0","0","0","0","0","0","0",2394.81814992839,7.14562929585175,5.39890368873345,166943.726190176,566.116272511115,3.48528027694663,4.15709585650838,3.73162378020679,11.5184857880094,4.32185934833125,61.2206819479998,333.03552460661
"611","3","1","0","0","0","0","0","0","0","1","1","0",927.079516426958,7.431987634,0.999852902301861,30917.2340930826,168.333623346967,1.09920704832128,0.769875626213515,0.691080093565842,2.13317223568175,0.800389090825202,8.70740918184744,868.395860267165
"711","4","0","0","0","0","0","0","0","0","0","1","0",1012.02407713866,7.485,1.09146539531513,33750.0556771889,183.75735503941,1.19992296072823,0.840416227804057,0.754400978422054,2.32862621154956,0.873725517521342,9.50523399875226,861.435651729554
"810","4","0","0","0","0","0","0","0","0","0","1","0",667.479446548285,7.485,0.719874886995917,22259.8147569029,121.196975893668,0.791407963095718,0.5542956644475,0.497564395082459,1.53584303986757,0.576264772776118,6.26916737842968,871.896522917077
"915","4","0","1","1","0","0","0","0","0","0","1","0",96.6325204252366,7.485,0.10421792785306,3222.60410472698,17.5459623605423,0.114573934045114,0.0802466462260283,0.0720335310991005,0.222347496847811,0.0834271645232962,0.907601646604946,508.824424161765
"1010","3","1","0","0","0","0","0","0","0","1","1","0",507.821705569812,7.431987634,0.547684419003696,16935.3785416704,92.2072661726768,0.602107142234133,0.421710917971777,0.378549483632762,1.16847707659823,0.4384251248181,4.76961393640223,583.574174833345
"11","2","0","1","0","0","0","0","0","0","0","0","0",81.8580890332174,7.4733836759016,0.107609637160635,2052.35584840019,13.4461117208434,0.0497207027231791,0.0996847798972415,0.062820318799879,0.19658865312049,0.0392224832532091,0.722572423470624,1182.38086551852
"1210","5","1","0","1","0","0","0","0","0","0","1","0",451.093013457788,7.91757358469803,0.505593604347455,15633.8555190354,85.1209244386193,0.555833815308733,0.389301457888981,0.0662143690228281,1.07867690991668,0.404731140117901,4.35680160930835,9996.98789422476
"13","3","1","0","0","0","0","0","0","0","1","1","0",937.544253439719,7.65971694822628,1.01113909475094,31266.2232777636,170.233748574488,1.11161473563452,0.778565869238581,0.6988809044406,2.15725116954362,0.809423765046034,8.80569713391882,833.996959575474
"14","4","0","1","0","0","0","0","0","0","0","1","0",11.1482394415377,7.485,0.0120233478513796,371.783350183708,2.02423147748569,0.0132180930024386,0.0092578444923559,0.00831031864415457,0.0256516450573825,0.009624772262728,0.104707612164823,700.539696980873
"15","4","0","1","0","0","0","0","0","0","0","1","0",34.1846996817615,8.23843784984595,0.0345145763691396,263.686155254614,1.25503716183913,-0.0661570190211973,-0.00665059868996141,0.0332737270623691,-0.0349512466868953,0.00147916478417209,-0.0806084374485102,603.768620542236
"16","4","0","0","1","0","0","0","0","0","0","1","0",296.813737025387,7.68163886550584,0.150261145785552,4646.34248903357,25.2977243790038,0.165192410283061,0.115699413051821,0.103857763960683,0.320580061001871,0.120285075735003,1.30857777062926,603.793465669749
"17","4","0","1","1","0","0","0","0","0","1","1","0",-1.71999166560986,7.49065937289243,0.00373979572114807,723.927915766956,5.86965151518742,0.0262966061999193,-0.0135116137576337,0.00479536116268935,0.127040125158182,0.0195725630666739,-0.106456980873404,349.319021922937
"18","4","0","1","1","0","0","0","0","0","0","1","0",387.847631741948,7.485,0.418292685043528,12934.3554806447,70.4230824041027,0.459857912133877,0.322080720306121,0.289116276906733,0.892421615530675,0.334846157221623,3.64278141186433,821.299453482481
"19","3","0","1","0","0","0","0","0","0","1","1","0",23.8498353536278,7.51077150277281,0.010838860077829,335.156873352025,2.81925239252998,0.01191590388052,0.00834580199005415,0.00749162207116091,0.0231245564340943,0.00867658158425162,0.768408427151386,311.181249875143
"20","4","0","0","1","0","0","0","0","0","0","1","0",136.282540264938,7.54798728519631,0.139954662798639,4327.64766531349,23.5625415317041,0.153861784246991,0.107763535945795,0.0967341113795882,0.298591323534747,0.112034665609331,1.21882180367494,744.622795776674
"21","4","0","0","0","0","0","0","0","0","0","1","0",840.780994920988,7.485,0.234967907892569,7265.62657073086,39.5588183352665,0.258316378410198,0.180922678802596,0.162405533406586,0.501300757671187,0.188093418331034,2.04626271903855,1678.80632506067
"22","4","0","1","0","0","0","0","0","0","1","1","0",93.9993391573252,7.239189666179,0.207871079216367,5873.9516965839,33.8606491952956,0.245916680138871,0.144688199449132,0.133092908599346,0.444535254666745,0.130422999732512,1.88289686198836,300.464616629848
"23","5","1","0","1","0","0","0","0","0","0","1","0",447.745967603422,7.80545728687091,0.47907181594375,14813.7545506982,80.6557589167173,0.526676589768587,0.368879975602791,0.000799570450621192,1.02209304416906,0.383500266806692,11.7455814536357,7903.58418828402
"24","4","0","1","1","0","0","0","0","0","0","1","0",92.4642416353448,7.485,0.0997224498847459,3083.59590862527,16.7891109105736,0.109631746183467,0.0767851784459808,0.0689263385149503,0.212756456625018,0.079828503665396,0.868451920219073,528.937838689507
"25","3","1","0","0","0","0","0","0","0","1","1","0",560.624504620689,7.431987634,0.604632103323582,18696.3024639322,101.794886547389,0.66471364739098,0.465560001838355,0.417910684279778,1.28997416773382,0.484012136123306,5.26555367941179,645.758432119009
"26","4","1","1","1","0","0","0","0","0","1","1","0",1279.40310568105,6.68765698651867,1.37983299741542,42666.8959962542,232.306459905014,1.51694529554696,1.06245607779585,0.953715407136664,2.94385447373667,1.10456575728825,12.0165381191893,416.013130632551
"27","4","0","0","0","0","0","0","0","0","0","1","0",7.61560351317283,7.485,0.00177638843291811,54.9290863125599,0.299069835856123,0.00195290591938892,0.00136779923436835,0.00122780702340026,0.00378989929403145,0.00142201062955299,0.0154700133857024,1826.58218591782
"28","4","0","0","0","0","0","0","0","0","0","1","0",425.751267225598,7.485,0.459171659803507,14198.4062422115,77.305400663454,0.504798979526033,0.353557075940794,0.317371078080837,0.979636337846651,0.36757005545757,3.99878373700837,688.626607352719
"29","5","1","0","1","0","0","0","0","0","0","1","0",407.76910105217,7.5923267278972,0.419799731864672,12980.9560604794,70.6768064172925,0.461514712441819,0.323241129671594,0.121651916059868,0.895636879075275,0.336052558458658,34.5974398560403,6559.60410326977
"30","4","0","1","0","0","0","0","0","0","0","1","0",5.80889356093367,7.485,0.0062648770622781,193.721162922777,1.0547445859933,0.00688740985068675,0.00482388581594764,0.0043301683332861,0.01336602770756,0.00501507665310026,0.0545588722588614,723.059736384805
"31","5","0","1","1","0","0","0","0","0","0","0","0",2221.50614642841,7.19113872963461,5.88661550477343,182024.644953658,40.3296540200454,3.03493772790788,4.53262853660874,4.06872129426473,12.5590121579634,4.71227599444371,14.1005611723118,439.392566014556
"32","4","0","1","1","0","0","0","0","0","0","1","0",92.6292758671236,7.485,0.0999004387853625,3089.09964578125,16.8190768562959,0.109827421613518,0.0769222281397152,0.0690493614596263,0.213136193958559,0.0799709850258844,0.870001971199544,598.696737826342
"33","5","1","0","1","0","0","0","0","0","0","1","0",484.480034317169,7.58008173982418,0.488299236855164,15099.0828582916,82.2092726571485,0.536820927698963,0.375984987422134,0.00115386961355619,1.04177961817383,0.390886880981641,14.2289240972884,11143.7480607337
